application_id,customer_id,issue_date,snapshot_date,days_since_issue,loan_amount,down_payment,interest_rate,term_months,vehicle_age,vehicle_price,mileage_at_issue,vehicle_brand,customer_age,customer_income,employment_type,employment_length_years,credit_history_length,num_past_default,num_open_loans,num_delinquencies_6m,credit_utilization,own_property,marital_status,address_region,channel,previous_bank_customer,debt_to_income_ratio,default
267,208,2024-01-16,2025-10-19,642,1051209.29,220578.06,11.64,72,1,1271787.35,6359.0,Lada,33,140971.42,salaried,18.0,12.0,0,1,0,0.6,0,married,Novosibirsk,dealer,1,0.62,0
268,131,2025-09-04,2025-10-19,45,1149565.53,267860.04,11.65,72,3,1417425.57,44910.0,,41,100870.71,self_employed,,6.0,0,3,0,0.68,1,married,Moscow,dealer,1,0.95,0
269,404,2025-02-05,2025-10-19,256,1087980.22,236672.97,12.28,60,6,1324653.19,85816.0,Volkswagen,29,63914.12,salaried,19.0,10.0,0,3,0,0.39,0,married,Kazan,online,0,1.42,0
270,152,2024-05-05,2025-10-19,532,847928.94,201415.6,14.08,60,6,1049344.54,93024.0,Audi,37,57355.27,salaried,,4.0,0,1,0,0.25,1,single,,branch,0,1.23,0
271,54,2024-07-21,2025-10-19,455,1438771.95,290671.94,13.59,36,2,1729443.89,29173.0,Toyota,41,67642.36,salaried,,5.0,0,2,0,0.11,1,married,SPB,online,1,1.77,0
272,120,2024-03-05,2025-10-19,593,1514559.28,265672.65,13.75,36,4,1780231.93,64697.0,Audi,51,63334.28,salaried,5.0,5.0,0,3,1,0.84,0,married,Moscow,branch,0,1.99,0
273,673,2024-08-18,2025-10-19,427,1303085.58,175762.25,15.71,36,0,1478847.82,0.0,Hyundai,59,82719.58,salaried,3.0,11.0,3,5,0,0.67,0,divorced,Moscow,branch,0,1.31,0
274,628,2025-06-14,2025-10-19,127,1087034.2,185128.37,14.38,36,9,1272162.57,128188.0,Lada,42,41530.07,contract,8.0,5.0,0,4,1,0.31,1,divorced,Other,online,1,2.18,0
275,587,2025-06-20,2025-10-19,121,988436.78,331592.85,12.72,36,9,1320029.63,127565.0,Mercedes,32,96182.16,salaried,12.0,13.0,0,1,0,0.48,0,single,Novosibirsk,branch,0,0.86,0
276,625,2024-03-23,2025-10-19,575,988913.98,173500.24,10.63,48,9,1162414.22,125455.0,,26,,salaried,8.0,9.0,0,2,0,0.82,1,married,Other,online,1,1.0,0
277,420,2024-02-01,2025-10-19,626,1907212.91,283473.07,11.57,36,0,2190685.98,3165.0,Kia,36,93311.61,salaried,5.0,4.0,0,1,0,0.58,1,single,Moscow,branch,1,1.7,0
278,422,2025-05-05,2025-10-19,167,1481351.49,332902.77,12.48,48,4,1814254.26,72789.0,Toyota,46,51396.34,salaried,,12.0,0,2,1,0.37,1,single,Yekaterinburg,branch,0,2.4,0
279,104,2024-09-26,2025-10-19,388,947966.98,232366.4,14.66,36,9,1180333.37,137176.0,Audi,25,,salaried,13.0,12.0,0,2,0,0.34,1,married,Novosibirsk,branch,0,0.92,0
280,254,2024-05-28,2025-10-19,509,1249409.35,314248.09,12.95,36,8,1563657.44,128360.0,Hyundai,29,112479.41,salaried,14.0,4.0,0,5,0,0.3,0,married,Moscow,dealer,0,0.93,0
281,227,2025-08-04,2025-10-19,76,1091239.49,241796.82,11.69,48,0,1333036.32,5668.0,Hyundai,60,58487.32,salaried,2.0,8.0,0,4,1,0.84,1,married,Yekaterinburg,online,1,1.55,0
282,112,2024-03-02,2025-10-19,596,1375140.11,317308.1,11.53,60,0,1692448.21,0.0,Kia,34,57803.61,salaried,4.0,12.0,1,3,1,0.62,1,married,,branch,1,1.98,0
283,510,2025-03-09,2025-10-19,224,1363049.73,364620.8,12.86,60,3,1727670.53,51327.0,BMW,64,97798.94,salaried,17.0,7.0,0,2,1,0.74,1,married,SPB,branch,0,1.16,0
284,473,2025-05-05,2025-10-19,167,1525082.9,267742.9,14.78,48,3,1792825.8,42607.0,Mercedes,62,55773.72,salaried,13.0,14.0,0,3,0,0.87,1,married,Novosibirsk,online,1,2.28,0
285,99,2024-10-18,2025-10-19,366,944833.06,141774.08,16.18,36,1,1086607.14,12706.0,Kia,50,74167.9,contract,15.0,3.0,0,4,0,0.99,1,married,SPB,online,1,1.06,1
286,153,2024-05-29,2025-10-19,508,1231420.59,191554.79,12.59,48,8,1422975.38,118957.0,Lada,46,116893.32,salaried,13.0,6.0,1,3,1,0.32,0,single,SPB,dealer,1,0.88,0
287,338,2024-03-25,2025-10-19,573,675435.9,121798.7,12.91,24,8,797234.61,119194.0,Volkswagen,49,58158.28,salaried,8.0,7.0,0,5,1,0.26,1,married,SPB,branch,1,0.97,1
288,163,2024-08-30,2025-10-19,415,822797.91,236230.7,10.57,36,1,1059028.61,18307.0,Volkswagen,39,118611.05,self_employed,14.0,11.0,0,5,0,0.52,0,divorced,Other,branch,1,0.58,0
289,681,2024-11-04,2025-10-19,349,1465230.25,319449.47,16.88,48,8,1784679.72,116646.0,Hyundai,28,71605.46,salaried,6.0,8.0,0,0,0,0.13,1,single,SPB,branch,1,1.71,0
290,161,2025-02-07,2025-10-19,254,914794.86,207393.57,10.2,24,5,1122188.43,79446.0,,43,51969.97,salaried,,4.0,1,5,0,0.81,0,married,SPB,dealer,1,1.47,0
291,580,2024-03-17,2025-10-19,581,947727.36,98580.08,15.34,36,7,1046307.44,109374.0,Volkswagen,62,95092.6,salaried,5.0,2.0,0,2,0,0.9,0,divorced,Novosibirsk,online,0,0.83,1
292,398,2024-03-28,2025-10-19,570,1197516.58,204843.97,12.27,72,9,1402360.55,136715.0,,55,82693.7,salaried,14.0,14.0,0,4,0,0.72,1,married,Yekaterinburg,dealer,1,1.21,1
293,277,2024-03-06,2025-10-19,592,1408428.31,189902.78,11.8,72,3,1598331.09,54698.0,BMW,51,,self_employed,19.0,12.0,0,5,0,0.34,0,married,Yekaterinburg,online,1,1.46,0
294,504,2024-11-06,2025-10-19,347,881751.96,234912.68,10.78,36,1,1116664.64,21437.0,Kia,55,60782.04,contract,7.0,3.0,0,1,1,0.21,0,single,Moscow,branch,1,1.21,0
295,392,2024-09-03,2025-10-19,411,300000.0,139282.32,17.82,24,1,439282.32,20349.0,Hyundai,52,82511.32,salaried,1.0,14.0,0,4,0,0.44,0,married,Novosibirsk,online,1,0.3,0
296,135,2024-08-28,2025-10-19,417,938933.03,226764.94,13.44,36,8,1165697.97,120331.0,Hyundai,25,28309.24,salaried,7.0,9.0,0,2,1,0.85,0,married,SPB,dealer,1,2.76,1
297,195,2025-08-21,2025-10-19,59,1561688.42,262998.38,13.04,36,0,1824686.81,1759.0,Volkswagen,36,85469.12,salaried,0.0,5.0,0,4,0,0.41,1,single,Kazan,branch,1,1.52,0
298,401,2024-09-20,2025-10-19,394,1302940.52,334689.23,14.77,72,6,1637629.74,92619.0,Toyota,37,112431.23,contract,16.0,9.0,2,5,0,0.13,0,married,Kazan,branch,0,0.97,0
299,640,2025-01-12,2025-10-19,280,1597162.44,306769.74,11.7,36,2,1903932.18,30066.0,,52,35864.28,contract,18.0,10.0,0,1,0,0.35,0,single,Yekaterinburg,online,1,3.0,0
300,33,2025-08-10,2025-10-19,70,860455.16,111368.07,13.0,60,2,971823.22,28122.0,Audi,58,69830.62,salaried,4.0,4.0,1,0,0,0.99,0,married,Other,branch,1,1.03,0
301,688,2025-09-24,2025-10-19,25,708181.12,93416.01,13.11,36,1,801597.13,2971.0,BMW,52,58134.0,salaried,19.0,8.0,0,2,0,0.71,0,divorced,Novosibirsk,online,1,1.02,0
302,460,2025-04-29,2025-10-19,173,1338764.57,246245.08,11.98,72,9,1585009.65,138589.0,,40,42223.65,salaried,15.0,12.0,0,2,1,0.91,0,married,Kazan,branch,1,2.64,0
303,470,2025-02-18,2025-10-19,243,1272006.82,256880.29,15.4,36,5,1528887.11,80207.0,Hyundai,22,28678.14,salaried,6.0,10.0,0,4,0,0.8,1,married,SPB,dealer,0,3.0,0
304,375,2025-07-06,2025-10-19,105,1291666.3,250266.05,12.56,60,9,1541932.34,129194.0,Mercedes,40,50479.1,salaried,6.0,10.0,0,3,1,0.59,0,married,Moscow,branch,0,2.13,0
305,22,2025-09-08,2025-10-19,41,1479898.99,225346.38,9.89,36,1,1705245.37,18026.0,BMW,38,73940.58,salaried,17.0,13.0,0,3,0,0.23,0,single,Other,online,1,1.67,0
306,670,2025-07-17,2025-10-19,94,1326505.48,325966.92,12.4,48,9,1652472.39,132042.0,Audi,21,108728.43,salaried,,2.0,0,1,1,0.41,1,divorced,SPB,dealer,0,1.02,0
307,38,2025-08-19,2025-10-19,61,1321685.28,256806.76,13.5,36,3,1578492.04,43167.0,Volkswagen,49,41932.14,contract,1.0,,0,0,1,0.63,1,single,Kazan,dealer,1,2.63,1
308,230,2025-07-09,2025-10-19,102,1414502.1,247212.73,11.21,36,9,1661714.83,141554.0,Kia,49,87359.82,contract,14.0,5.0,0,0,1,0.88,0,single,Yekaterinburg,branch,0,1.35,0
309,365,2025-06-28,2025-10-19,113,1350724.99,325660.12,11.37,72,8,1676385.11,115047.0,,39,85491.04,salaried,13.0,12.0,0,4,0,0.34,0,married,Moscow,branch,0,1.32,0
310,563,2024-02-21,2025-10-19,606,1457233.78,232276.45,11.91,72,8,1689510.23,115039.0,Lada,64,121799.07,salaried,17.0,6.0,0,4,0,0.21,1,married,Other,dealer,1,1.0,0
311,438,2025-03-24,2025-10-19,209,1502556.25,219066.74,15.44,60,5,1721622.99,84024.0,BMW,60,94275.79,self_employed,8.0,4.0,0,3,1,0.6,1,single,Yekaterinburg,branch,1,1.33,0
312,283,2025-01-04,2025-10-19,288,1659506.64,395525.7,12.03,48,3,2055032.34,44272.0,Mercedes,26,95714.99,salaried,,,1,5,0,0.26,1,single,Yekaterinburg,branch,0,1.44,0
313,27,2024-05-23,2025-10-19,514,1005242.6,295617.91,15.86,60,6,1300860.52,96233.0,,64,97482.51,salaried,4.0,2.0,0,0,1,0.65,0,married,Moscow,branch,0,0.86,0
314,226,2024-12-06,2025-10-19,317,1344168.63,245728.93,11.77,24,0,1589897.56,0.0,Hyundai,59,56894.2,salaried,10.0,2.0,0,5,0,0.34,1,single,Kazan,online,1,1.97,0
315,277,2025-03-03,2025-10-19,230,1088902.99,215482.1,13.65,36,3,1304385.09,37407.0,Hyundai,28,65679.44,salaried,7.0,11.0,2,0,0,0.31,1,single,Moscow,dealer,1,1.38,1
316,609,2024-04-11,2025-10-19,556,949932.3,132653.23,12.11,36,4,1082585.53,55435.0,Hyundai,44,107921.7,salaried,4.0,13.0,2,5,0,0.46,1,single,Kazan,branch,1,0.73,0
317,284,2024-10-01,2025-10-19,383,993137.9,198902.21,14.51,48,7,1192040.11,102593.0,Hyundai,40,,salaried,10.0,3.0,0,5,1,0.63,0,single,Yekaterinburg,branch,0,2.88,1
318,481,2025-05-31,2025-10-19,141,1348486.66,245912.07,10.76,36,1,1594398.72,7984.0,Volkswagen,34,62942.22,salaried,4.0,13.0,0,0,1,0.59,0,married,Moscow,online,1,1.79,0
319,453,2024-10-09,2025-10-19,375,1325475.77,259988.73,14.49,36,4,1585464.5,61846.0,Volkswagen,25,46729.77,salaried,16.0,,0,1,0,0.32,0,married,Novosibirsk,online,0,2.36,0
320,659,2024-02-14,2025-10-19,613,1320123.61,284487.64,13.23,48,5,1604611.25,77173.0,BMW,61,85856.1,salaried,3.0,5.0,0,1,0,0.9,0,married,SPB,branch,0,1.28,0
321,516,2024-09-07,2025-10-19,407,1132285.91,171549.91,11.72,60,4,1303835.81,55509.0,Toyota,60,69459.79,salaried,,4.0,0,4,1,0.2,1,single,Other,branch,1,1.36,0
322,547,2025-08-30,2025-10-19,50,1201024.43,222114.32,12.67,36,8,1423138.74,115907.0,Hyundai,54,95649.26,self_employed,18.0,0.0,0,5,0,0.14,0,single,Kazan,branch,0,1.05,0
323,192,2024-02-23,2025-10-19,604,1445325.81,198876.09,16.07,36,9,1644201.9,131566.0,Kia,36,,salaried,1.0,14.0,0,5,0,0.64,0,single,SPB,online,0,1.56,1
324,49,2025-09-23,2025-10-19,26,753182.08,132887.05,13.28,36,0,886069.13,0.0,Volkswagen,27,41347.69,salaried,16.0,5.0,0,5,0,0.21,1,single,SPB,online,0,1.52,0
325,512,2025-09-21,2025-10-19,28,1207392.63,236806.82,11.59,36,2,1444199.45,15522.0,Toyota,36,42503.31,salaried,,13.0,0,5,0,0.55,1,single,,branch,1,2.37,0
326,17,2025-06-05,2025-10-19,136,1226986.84,256846.49,10.59,36,1,1483833.33,14575.0,,27,79848.79,salaried,16.0,13.0,0,5,0,0.96,0,single,,branch,1,1.28,0
327,172,2024-08-27,2025-10-19,418,1425991.28,297177.08,14.01,48,2,1723168.36,27848.0,Lada,47,60721.63,salaried,9.0,8.0,0,3,1,0.73,0,single,SPB,online,1,1.96,0
328,220,2025-09-02,2025-10-19,47,794925.48,204181.23,13.39,48,9,999106.71,133359.0,Volkswagen,34,66684.15,self_employed,17.0,10.0,0,2,0,0.66,0,married,Moscow,online,1,0.99,0
329,158,2025-07-08,2025-10-19,103,1648540.12,252724.7,14.39,48,8,1901264.82,114941.0,BMW,34,103460.39,salaried,18.0,0.0,0,5,0,0.62,0,single,SPB,dealer,0,1.33,0
330,477,2024-06-27,2025-10-19,479,1264089.13,178503.97,10.08,36,8,1442593.1,124052.0,Lada,64,,salaried,17.0,7.0,0,3,0,0.26,1,single,Other,online,1,1.06,0
331,46,2024-01-23,2025-10-19,635,1279974.16,282442.73,10.66,60,9,1562416.89,147127.0,Lada,53,124943.35,self_employed,12.0,7.0,0,1,1,0.49,0,single,Yekaterinburg,dealer,0,0.85,0
332,373,2025-04-19,2025-10-19,183,1079586.07,113969.15,15.29,36,1,1193555.22,10830.0,Volkswagen,53,72091.61,salaried,13.0,2.0,0,5,0,0.41,1,single,Moscow,online,1,1.25,0
333,518,2025-06-15,2025-10-19,126,1361406.71,281446.35,13.66,48,2,1642853.06,36998.0,BMW,64,63971.33,salaried,15.0,14.0,0,1,0,0.96,0,married,SPB,branch,1,1.77,0
334,99,2024-11-11,2025-10-19,342,1214386.22,183862.6,14.07,60,3,1398248.81,46833.0,BMW,40,90454.72,salaried,17.0,12.0,0,4,2,0.32,1,single,Moscow,online,0,1.12,1
335,37,2024-04-29,2025-10-19,538,1562694.58,391179.65,11.07,36,8,1953874.23,120177.0,Lada,56,65980.14,salaried,17.0,8.0,0,2,0,0.52,1,single,Other,dealer,0,1.97,0
336,280,2024-03-05,2025-10-19,593,767551.73,166032.97,11.04,36,2,933584.69,28279.0,Toyota,27,66798.47,self_employed,15.0,10.0,0,0,0,0.94,1,single,Kazan,online,1,0.96,0
337,349,2024-01-23,2025-10-19,635,1252663.75,239574.95,14.98,60,6,1492238.7,89584.0,BMW,52,74947.46,salaried,16.0,12.0,0,2,0,0.81,0,single,Yekaterinburg,online,0,1.39,0
338,497,2024-06-13,2025-10-19,493,1322553.7,325896.78,15.08,36,2,1648450.49,35748.0,Mercedes,23,121318.72,salaried,6.0,12.0,0,5,0,0.97,1,married,Yekaterinburg,online,0,0.91,0
339,302,2025-08-06,2025-10-19,74,1144088.28,175647.56,10.82,48,6,1319735.84,84310.0,Toyota,59,97599.15,self_employed,11.0,10.0,0,5,0,0.65,1,divorced,Other,dealer,0,0.98,0
340,181,2025-09-15,2025-10-19,34,1078600.25,172049.57,10.44,24,6,1250649.82,88625.0,Hyundai,49,100220.51,salaried,1.0,,0,2,0,0.4,1,single,Other,dealer,1,0.9,0
341,607,2025-03-04,2025-10-19,229,1091112.82,155149.82,12.78,48,8,1246262.64,126245.0,Hyundai,44,120196.36,salaried,9.0,,0,2,0,0.84,0,married,Moscow,online,1,0.76,0
342,99,2024-08-19,2025-10-19,426,1252391.78,207226.39,11.4,36,1,1459618.18,19919.0,Lada,42,,salaried,4.0,9.0,2,4,1,0.36,0,single,Other,online,1,1.02,0
343,700,2025-03-08,2025-10-19,225,657012.33,134458.25,11.36,24,5,791470.58,69387.0,Toyota,26,51714.86,salaried,2.0,4.0,0,1,0,0.25,0,single,Other,branch,1,1.06,0
344,116,2024-07-01,2025-10-19,475,1489504.49,322598.49,10.5,48,8,1812102.98,119087.0,Lada,44,102184.56,contract,18.0,,0,0,0,0.74,0,single,SPB,dealer,1,1.21,0
345,191,2025-04-28,2025-10-19,174,1055960.44,259263.17,12.06,36,1,1315223.61,18640.0,Toyota,60,105356.37,self_employed,12.0,4.0,2,2,0,0.68,1,married,Other,branch,0,0.84,0
346,253,2024-01-03,2025-10-19,655,1238340.81,156431.96,10.69,36,1,1394772.77,18317.0,Toyota,43,96296.62,salaried,11.0,8.0,1,0,1,0.89,1,single,Yekaterinburg,dealer,0,1.07,0
347,161,2025-06-03,2025-10-19,138,1310130.68,253432.99,10.81,24,4,1563563.67,64876.0,Lada,58,75113.95,salaried,2.0,14.0,0,2,0,0.97,1,divorced,Yekaterinburg,online,1,1.45,0
348,256,2024-11-11,2025-10-19,342,1042258.38,153043.45,13.6,36,9,1195301.83,136921.0,Hyundai,30,93658.29,salaried,5.0,11.0,0,1,0,0.87,0,married,Moscow,online,1,0.93,0
349,323,2025-01-11,2025-10-19,281,1160688.48,221873.34,12.89,36,9,1382561.82,137760.0,Mercedes,36,79494.01,salaried,13.0,3.0,0,0,1,0.15,0,single,Novosibirsk,online,1,1.22,0
350,128,2024-06-06,2025-10-19,500,589427.93,234593.76,13.97,24,9,824021.69,136714.0,Toyota,31,55547.79,salaried,3.0,5.0,0,3,0,0.7,0,married,Moscow,branch,1,0.88,0
351,18,2024-04-15,2025-10-19,552,1419637.08,298520.5,9.7,72,7,1718157.59,112899.0,BMW,52,61759.16,salaried,12.0,2.0,0,1,0,0.81,1,divorced,Other,branch,1,1.92,0
352,566,2025-06-01,2025-10-19,140,1524020.7,349777.39,13.02,24,8,1873798.09,117891.0,Toyota,26,97593.07,self_employed,18.0,2.0,0,0,0,0.98,1,married,Other,online,1,1.3,0
353,570,2025-02-03,2025-10-19,258,689701.93,235974.95,17.15,48,1,925676.88,15241.0,Hyundai,44,57354.5,self_employed,17.0,4.0,0,2,0,0.44,0,married,Novosibirsk,online,0,1.0,0
354,323,2025-06-25,2025-10-19,116,1078052.14,271978.34,12.26,36,4,1350030.48,54925.0,Mercedes,53,59711.16,salaried,2.0,7.0,0,2,0,0.25,1,single,,branch,0,1.5,0
355,686,2025-09-22,2025-10-19,27,831039.19,143812.11,14.65,36,6,974851.3,83940.0,Mercedes,32,98834.61,salaried,19.0,13.0,0,1,1,0.87,1,single,,online,1,0.7,0
356,626,2024-08-11,2025-10-19,434,1146677.9,165543.98,14.63,72,5,1312221.88,76625.0,Toyota,47,83344.73,salaried,5.0,7.0,1,1,0,0.39,1,single,SPB,online,0,1.15,0
357,288,2025-08-15,2025-10-19,65,1394590.9,277410.97,14.73,36,5,1672001.87,71379.0,Audi,58,94429.83,self_employed,15.0,2.0,0,2,0,0.64,0,married,Novosibirsk,dealer,1,1.23,0
358,663,2024-11-01,2025-10-19,352,1496192.67,270853.24,13.33,72,6,1767045.91,89712.0,Lada,38,49274.55,self_employed,19.0,7.0,0,0,0,0.45,1,divorced,Yekaterinburg,online,0,2.53,0
359,639,2025-04-25,2025-10-19,177,1536555.96,231085.13,14.13,36,2,1767641.08,38089.0,Kia,59,93735.74,contract,2.0,12.0,0,3,0,0.46,0,married,Moscow,online,1,1.37,0
360,155,2024-03-23,2025-10-19,575,1593163.15,330678.88,14.4,60,2,1923842.03,37800.0,Toyota,33,63499.3,salaried,11.0,10.0,0,4,0,0.76,0,married,Moscow,branch,1,2.09,1
361,490,2024-10-24,2025-10-19,360,1133276.17,239949.55,14.27,48,9,1373225.71,146120.0,Mercedes,60,54577.9,salaried,18.0,12.0,0,1,0,0.43,1,single,Yekaterinburg,dealer,1,1.73,0
362,386,2025-01-10,2025-10-19,282,855912.41,259638.32,10.77,60,8,1115550.73,128188.0,Mercedes,50,67366.38,salaried,18.0,,2,2,0,0.72,1,married,SPB,branch,0,1.06,0
363,104,2024-02-22,2025-10-19,605,1165622.91,215036.43,9.59,48,7,1380659.34,117015.0,Mercedes,61,114051.62,salaried,3.0,2.0,1,0,0,0.11,0,married,Other,online,1,0.85,0
364,393,2025-02-23,2025-10-19,238,1389980.25,292002.12,9.89,48,4,1681982.37,62183.0,Volkswagen,33,70888.65,salaried,0.0,9.0,0,1,0,0.39,0,married,SPB,dealer,0,1.63,0
365,246,2025-09-22,2025-10-19,27,831822.07,133090.14,12.46,36,5,964912.21,70485.0,Lada,54,135034.77,salaried,1.0,14.0,0,0,0,0.39,1,married,Moscow,branch,1,0.51,0
366,176,2025-09-03,2025-10-19,46,1698041.09,383266.69,14.19,36,9,2081307.77,129998.0,Hyundai,56,28445.55,salaried,12.0,12.0,0,1,0,0.77,0,married,Novosibirsk,online,1,3.0,0
367,39,2024-03-19,2025-10-19,579,1469366.56,287642.42,10.79,72,0,1757008.98,6982.0,Toyota,50,41343.05,salaried,12.0,14.0,0,2,1,0.38,1,married,Novosibirsk,branch,0,2.96,0
368,477,2025-05-07,2025-10-19,165,1138029.85,168976.39,14.85,36,9,1307006.24,135258.0,Toyota,45,113104.63,salaried,1.0,9.0,0,0,1,0.67,1,divorced,Kazan,branch,1,0.84,1
369,682,2024-12-07,2025-10-19,316,986738.42,196674.09,12.0,36,0,1183412.51,631.0,Lada,22,119390.11,salaried,18.0,1.0,0,2,1,0.72,1,married,Novosibirsk,branch,1,0.69,1
370,538,2024-04-23,2025-10-19,544,999263.68,219378.88,12.01,60,3,1218642.56,42255.0,Volkswagen,56,58413.57,salaried,15.0,9.0,0,0,1,0.69,1,single,Kazan,dealer,1,1.43,0
371,408,2024-06-25,2025-10-19,481,1222261.86,257216.04,11.33,36,1,1479477.91,12854.0,,38,81722.34,salaried,11.0,1.0,0,1,0,0.64,1,married,Novosibirsk,branch,1,1.25,0
372,525,2024-12-20,2025-10-19,303,1131179.22,278530.68,9.23,72,6,1409709.9,91919.0,Mercedes,25,97804.75,salaried,0.0,8.0,0,4,0,0.47,1,single,Moscow,dealer,1,0.96,0
373,506,2024-10-15,2025-10-19,369,1485150.83,224627.35,13.46,60,1,1709778.17,9724.0,Volkswagen,39,74265.61,salaried,8.0,6.0,2,4,0,0.44,1,married,SPB,branch,0,1.67,0
374,36,2025-03-17,2025-10-19,216,1097107.25,177284.32,16.43,48,9,1274391.57,136286.0,Mercedes,62,83746.68,salaried,16.0,5.0,0,3,0,0.61,0,single,Moscow,online,1,1.09,0
375,685,2025-08-05,2025-10-19,75,1351650.54,302319.48,12.87,60,1,1653970.02,22555.0,Kia,38,80273.33,contract,9.0,6.0,0,3,0,0.16,0,divorced,Moscow,branch,1,1.4,0
376,20,2024-03-31,2025-10-19,567,1191322.53,202001.06,9.3,24,4,1393323.59,49332.0,Volkswagen,52,42963.83,salaried,17.0,7.0,0,5,0,0.89,1,married,Moscow,online,0,2.31,0
377,321,2025-04-16,2025-10-19,186,1280900.81,268203.72,14.56,36,3,1549104.53,37293.0,Lada,41,71383.47,salaried,,11.0,0,2,0,0.84,0,single,Moscow,online,1,1.5,0
378,512,2025-08-28,2025-10-19,52,1130983.07,105209.35,9.75,48,7,1236192.42,108378.0,Kia,30,80309.13,salaried,6.0,0.0,0,0,0,0.41,1,single,Other,branch,1,1.17,1
379,400,2024-08-25,2025-10-19,420,1412314.66,418260.26,10.58,36,3,1830574.92,51820.0,,57,82578.05,self_employed,18.0,7.0,0,3,0,0.61,1,married,Moscow,branch,1,1.43,0
380,654,2025-03-04,2025-10-19,229,1416762.02,269866.48,12.52,60,5,1686628.5,72551.0,Mercedes,42,36737.35,salaried,14.0,2.0,0,1,0,0.94,1,married,Moscow,online,0,3.0,0
381,471,2024-01-04,2025-10-19,654,1337978.71,327293.55,13.25,72,4,1665272.26,50009.0,Toyota,33,98842.35,salaried,8.0,2.0,0,4,3,0.34,0,single,Other,branch,0,1.13,0
382,143,2024-02-17,2025-10-19,610,1382254.3,259605.97,10.98,48,1,1641860.27,22160.0,Toyota,37,83237.34,salaried,9.0,5.0,0,0,0,0.77,0,single,SPB,online,0,1.38,0
383,92,2025-03-14,2025-10-19,219,916689.37,204072.8,12.45,36,7,1120762.17,100945.0,,29,53615.34,self_employed,19.0,3.0,0,5,1,0.17,0,married,SPB,dealer,1,1.42,0
384,354,2024-08-24,2025-10-19,421,1296973.73,333990.73,14.43,72,1,1630964.46,13194.0,,44,124976.61,self_employed,19.0,3.0,1,4,0,0.57,0,married,SPB,online,1,0.86,0
385,51,2025-07-02,2025-10-19,109,1574760.53,373242.41,14.7,48,8,1948002.94,121595.0,Mercedes,64,71335.39,salaried,3.0,3.0,1,0,1,0.9,1,single,SPB,branch,0,1.84,0
386,665,2024-10-23,2025-10-19,361,1347421.37,259261.53,15.5,48,8,1606682.9,116668.0,Kia,34,72958.82,self_employed,5.0,9.0,0,3,0,0.6,1,married,SPB,branch,0,1.54,1
387,698,2024-09-03,2025-10-19,411,890784.75,171394.23,16.82,36,2,1062178.98,25619.0,Toyota,28,96042.73,self_employed,3.0,8.0,0,3,0,0.65,1,divorced,Moscow,branch,1,0.77,0
388,575,2025-07-05,2025-10-19,106,1185070.05,287192.34,14.62,72,3,1472262.38,40711.0,Kia,57,127100.03,salaried,4.0,7.0,0,2,0,0.92,1,single,Other,online,0,0.78,0
389,190,2025-07-06,2025-10-19,105,1312493.38,379160.9,12.57,48,7,1691654.28,114290.0,Toyota,39,,salaried,8.0,,0,5,0,0.74,0,married,Moscow,branch,0,1.13,0
390,125,2025-03-25,2025-10-19,208,972780.14,204170.16,14.72,60,8,1176950.31,125798.0,Toyota,48,100652.75,salaried,11.0,0.0,0,0,0,0.73,0,single,Moscow,dealer,1,0.81,0
391,150,2025-09-05,2025-10-19,44,792518.64,256356.91,13.93,60,2,1048875.55,32873.0,Mercedes,61,54959.45,self_employed,7.0,0.0,0,5,0,0.63,0,single,Kazan,branch,1,1.2,0
392,314,2024-05-04,2025-10-19,533,1105170.64,208963.41,14.01,36,4,1314134.05,49068.0,Hyundai,50,82173.99,salaried,4.0,0.0,0,1,0,0.67,1,single,SPB,branch,1,1.12,0
393,570,2025-06-17,2025-10-19,124,977750.28,243148.07,13.35,48,7,1220898.35,107891.0,Hyundai,27,66693.46,contract,10.0,,0,5,0,0.82,1,married,SPB,branch,1,1.22,0
394,342,2025-03-19,2025-10-19,214,1195713.29,294200.45,11.18,60,2,1489913.74,32621.0,Toyota,46,97603.25,salaried,10.0,13.0,0,3,0,0.98,1,married,Other,online,0,1.02,0
395,305,2025-06-27,2025-10-19,114,722578.61,124017.7,10.94,36,6,846596.3,83609.0,Kia,60,99924.14,salaried,12.0,5.0,1,2,1,0.82,1,married,Other,online,1,0.6,0
396,692,2024-01-31,2025-10-19,627,1369410.32,236528.16,12.81,60,7,1605938.48,106294.0,Volkswagen,31,120830.74,self_employed,13.0,3.0,0,3,1,0.74,1,single,Yekaterinburg,dealer,0,0.94,1
397,682,2025-06-09,2025-10-19,132,1009618.49,259193.16,13.3,72,9,1268811.65,140257.0,Lada,34,26041.45,salaried,7.0,10.0,0,4,0,0.22,0,single,Moscow,dealer,0,3.0,0
398,54,2025-08-06,2025-10-19,74,1498725.67,273167.29,11.64,48,2,1771892.96,32847.0,Volkswagen,41,,salaried,,,0,3,0,0.84,1,married,Other,branch,0,1.94,0
399,444,2024-07-14,2025-10-19,462,1116930.35,178668.57,13.85,60,1,1295598.92,11599.0,BMW,28,112506.22,salaried,18.0,2.0,0,0,0,0.76,0,single,SPB,branch,0,0.83,0
400,613,2025-02-14,2025-10-19,247,1192383.29,204278.68,17.16,60,9,1396661.97,135066.0,Hyundai,23,44961.75,salaried,11.0,7.0,0,2,0,0.79,1,single,Moscow,online,0,2.21,1
